order_id,order_date,origin,destination,carrier,weight,volume,requested_delivery_date,actual_delivery_date,lead_time_days
849,2022-04-28,FactoryC,DC5,CarrierW,104.62,0.543,2022-05-08,2022-05-10,12
850,2022-12-19,FactoryC,DC5,CarrierX,67.87,1.118,2022-12-24,2022-12-27,8
851,2023-05-13,FactoryB,DC1,CarrierX,169.3,0.575,2023-05-30,2023-06-07,25
852,2022-06-06,FactoryC,DC5,CarrierW,162.67,1.333,2022-06-20,2022-06-22,16
853,2023-03-07,FactoryB,DC4,CarrierX,8.14,0.047,2023-03-11,2023-03-15,8
854,2022-02-19,FactoryB,DC2,CarrierY,70.81,0.764,2022-03-06,2022-03-16,25
855,2022-05-23,FactoryA,DC1,CarrierX,181.12,0.757,2022-06-08,2022-06-18,26
856,2023-05-02,FactoryC,DC4,CarrierX,149.45,1.66,2023-05-11,2023-05-20,18
857,2023-01-05,FactoryC,DC4,CarrierY,123.28,1.567,2023-01-17,2023-01-20,15
858,2022-03-05,FactoryB,DC2,CarrierZ,54.69,0.241,2022-03-16,2022-03-23,18
859,2022-05-10,FactoryB,DC1,CarrierY,163.53,0.734,2022-05-23,2022-05-26,16
860,2022-07-18,FactoryC,DC4,CarrierX,112.79,0.537,2022-07-26,2022-08-04,17
861,2022-07-02,FactoryB,DC3,CarrierX,183.72,0.712,2022-07-15,2022-07-23,21
862,2022-11-28,FactoryB,DC5,CarrierX,133.87,0.702,2022-12-06,2022-12-09,11
863,2023-12-09,FactoryD,DC3,CarrierZ,12.03,0.128,2023-12-19,2023-12-22,13
864,2023-01-10,FactoryC,DC1,CarrierX,115.39,2.13,2023-01-17,2023-01-23,13
865,2023-06-18,FactoryD,DC2,CarrierY,147.19,0.65,2023-07-02,2023-07-06,18
866,2023-06-06,FactoryB,DC1,CarrierZ,24.69,0.39,2023-06-24,2023-07-03,27
867,2022-05-08,FactoryC,DC1,CarrierY,84.09,0.362,2022-05-20,2022-05-27,19
868,2023-06-08,FactoryA,DC1,CarrierX,165.55,0.858,2023-06-13,2023-06-17,9
869,2022-09-18,FactoryC,DC1,CarrierX,175.44,0.946,2022-09-30,2022-10-09,21
870,2023-09-26,FactoryA,DC3,CarrierX,197.47,1.019,2023-10-11,2023-10-20,24
871,2022-07-10,FactoryA,DC3,CarrierX,85.29,0.323,2022-07-19,2022-07-29,19
872,2023-11-05,FactoryD,DC3,CarrierZ,174.15,0.806,2023-11-11,2023-11-20,15
873,2022-09-05,FactoryA,DC1,CarrierX,102.32,0.36,2022-09-19,2022-09-27,22
874,2023-07-24,FactoryA,DC3,CarrierZ,193.53,1.129,2023-08-05,2023-08-14,21
875,2022-01-14,FactoryB,DC4,CarrierX,65.93,0.54,2022-01-30,2022-02-02,19
876,2023-03-14,FactoryC,DC5,CarrierX,146.16,1.443,2023-03-30,2023-04-09,26
877,2022-03-09,FactoryC,DC2,CarrierX,111.17,0.686,2022-03-16,2022-03-26,17
878,2022-02-18,FactoryC,DC3,CarrierY,165.5,1.004,2022-02-28,2022-03-09,19
879,2023-11-21,FactoryA,DC5,CarrierY,197.4,0.768,2023-12-01,2023-12-04,13
880,2022-08-18,FactoryC,DC3,CarrierX,12.31,0.085,2022-08-28,2022-09-10,23
881,2023-09-27,FactoryC,DC3,CarrierX,131.79,0.684,2023-10-09,2023-10-12,15
882,2022-03-26,FactoryA,DC5,CarrierZ,51.68,0.253,2022-04-02,2022-04-06,11
883,2023-02-13,FactoryB,DC5,CarrierX,193.33,0.946,2023-03-01,2023-03-06,21
884,2023-06-23,FactoryD,DC5,CarrierX,54.79,0.278,2023-07-09,2023-07-17,24
885,2022-01-03,FactoryC,DC2,CarrierY,64.59,0.742,2022-01-09,2022-01-15,12
886,2023-08-07,FactoryA,DC5,CarrierY,129.94,1.053,2023-08-19,2023-08-26,19
887,2022-09-06,FactoryC,DC2,CarrierY,196.59,1.166,2022-09-10,2022-09-18,12
888,2022-04-21,FactoryD,DC1,CarrierW,153.66,0.566,2022-04-28,2022-05-02,11
889,2023-02-27,FactoryA,DC3,CarrierX,100.39,0.581,2023-03-12,2023-03-21,22
890,2023-12-13,FactoryA,DC5,CarrierY,44.75,0.16,2023-12-27,2023-12-29,16
891,2022-12-19,FactoryD,DC3,CarrierX,169.76,2.114,2023-01-01,2023-01-11,23
892,2022-08-21,FactoryC,DC2,CarrierZ,72.03,0.311,2022-08-25,2022-08-29,8
893,2022-04-09,FactoryD,DC1,CarrierX,152.45,3.0,2022-04-22,2022-04-27,18
894,2022-07-09,FactoryB,DC3,CarrierZ,107.05,0.511,2022-07-18,2022-08-01,23
895,2023-10-28,FactoryD,DC1,CarrierY,52.85,0.185,2023-11-15,2023-11-20,23
896,2022-10-14,FactoryD,DC5,CarrierX,127.31,0.43,2022-10-24,2022-10-27,13
897,2023-07-19,FactoryB,DC3,CarrierY,87.4,0.34,2023-08-02,2023-08-11,23
898,2022-02-28,FactoryA,DC3,CarrierW,93.26,0.882,2022-03-15,2022-03-22,22
899,2022-07-26,FactoryA,DC4,CarrierX,37.34,0.367,2022-08-04,2022-08-06,11
900,2022-04-16,FactoryB,DC5,CarrierZ,183.62,0.692,2022-05-01,2022-05-06,20
901,2023-08-15,FactoryD,DC2,CarrierW,14.41,0.106,2023-08-23,2023-08-30,15
902,2023-12-06,FactoryC,DC1,CarrierW,147.66,0.985,2023-12-19,2023-12-26,20
903,2022-01-15,FactoryC,DC5,CarrierY,10.84,0.06,2022-01-24,2022-02-01,17
904,2023-03-04,FactoryB,DC4,CarrierY,58.33,0.371,2023-03-20,2023-03-27,23
905,2023-05-08,FactoryD,DC2,CarrierW,45.6,0.188,2023-05-24,2023-06-02,25
906,2023-06-09,FactoryC,DC1,CarrierX,188.18,0.813,2023-06-19,2023-06-29,20
907,2022-04-28,FactoryC,DC2,CarrierZ,15.77,0.197,2022-05-17,2022-05-24,26
908,2022-04-27,FactoryB,DC2,CarrierY,137.28,1.122,2022-05-13,2022-05-18,21
909,2023-12-27,FactoryA,DC4,CarrierY,111.42,0.42,2024-01-05,2024-01-08,12
910,2022-04-15,FactoryB,DC2,CarrierZ,20.92,0.125,2022-04-30,2022-05-06,21
911,2022-09-29,FactoryC,DC2,CarrierZ,12.11,0.149,2022-10-13,2022-10-22,23
912,2023-12-24,FactoryA,DC2,CarrierW,106.6,0.971,2023-12-28,2023-12-31,7
913,2023-04-22,FactoryA,DC1,CarrierX,29.73,0.197,2023-05-05,2023-05-10,18
914,2022-11-12,FactoryA,DC3,CarrierW,98.8,0.335,2022-11-19,2022-11-25,13
915,2022-06-17,FactoryD,DC3,CarrierX,16.66,0.098,2022-06-25,2022-07-05,18
916,2023-09-20,FactoryA,DC2,CarrierX,137.4,0.557,2023-10-02,2023-10-09,19
917,2023-02-25,FactoryB,DC2,CarrierX,102.23,0.559,2023-03-08,2023-03-17,20
918,2023-05-19,FactoryB,DC1,CarrierX,196.07,0.859,2023-06-04,2023-06-11,23
919,2022-06-10,FactoryB,DC1,CarrierZ,133.19,0.753,2022-06-21,2022-07-04,24
920,2023-12-03,FactoryB,DC2,CarrierZ,79.56,0.582,2023-12-12,2023-12-18,15
921,2022-04-28,FactoryB,DC5,CarrierZ,95.62,0.333,2022-05-14,2022-05-17,19
922,2023-02-22,FactoryB,DC1,CarrierX,131.16,0.606,2023-03-03,2023-03-13,19
923,2023-06-10,FactoryD,DC1,CarrierW,53.6,0.438,2023-06-22,2023-06-29,19
924,2022-10-11,FactoryD,DC5,CarrierY,17.91,0.152,2022-10-18,2022-10-25,14
925,2023-01-19,FactoryC,DC1,CarrierZ,76.19,0.485,2023-01-31,2023-02-06,18
926,2022-02-28,FactoryC,DC1,CarrierZ,186.5,0.732,2022-03-13,2022-03-15,15
927,2022-12-16,FactoryA,DC1,CarrierY,59.54,0.745,2023-01-02,2023-01-04,19
928,2022-08-30,FactoryA,DC3,CarrierX,197.8,0.823,2022-09-07,2022-09-15,16
929,2023-12-29,FactoryA,DC4,CarrierX,44.72,0.682,2024-01-10,2024-01-19,21
930,2022-11-06,FactoryC,DC5,CarrierX,13.57,0.057,2022-11-15,2022-11-21,15
931,2022-12-08,FactoryC,DC3,CarrierY,47.38,0.365,2022-12-11,2022-12-20,12
932,2022-03-20,FactoryB,DC5,CarrierW,168.78,2.219,2022-04-02,2022-04-05,16
933,2023-04-26,FactoryA,DC4,CarrierY,179.47,2.249,2023-05-02,2023-05-09,13
934,2023-09-08,FactoryB,DC2,CarrierX,172.81,1.403,2023-09-13,2023-09-23,15
935,2022-10-24,FactoryB,DC1,CarrierW,119.65,1.915,2022-11-04,2022-11-14,21
936,2023-12-05,FactoryB,DC2,CarrierX,121.82,0.584,2023-12-12,2023-12-18,13
937,2023-04-02,FactoryC,DC1,CarrierX,134.89,0.465,2023-04-14,2023-04-18,16
938,2022-03-17,FactoryA,DC4,CarrierX,77.25,0.274,2022-03-30,2022-04-09,23
939,2022-08-17,FactoryC,DC2,CarrierW,71.64,0.253,2022-08-26,2022-09-01,15
940,2023-03-14,FactoryC,DC3,CarrierX,4.83,0.02,2023-03-19,2023-03-27,13
941,2023-03-22,FactoryB,DC3,CarrierY,71.33,1.151,2023-03-31,2023-04-03,12
942,2022-02-14,FactoryD,DC2,CarrierZ,197.34,1.205,2022-03-04,2022-03-13,27
943,2022-08-31,FactoryB,DC2,CarrierY,40.92,0.148,2022-09-12,2022-09-22,22
944,2022-04-22,FactoryC,DC3,CarrierZ,113.1,1.813,2022-05-04,2022-05-10,18
945,2023-07-18,FactoryD,DC1,CarrierY,8.81,0.038,2023-07-28,2023-08-01,14
946,2022-07-16,FactoryC,DC4,CarrierZ,27.73,0.484,2022-07-21,2022-07-27,11
947,2022-01-15,FactoryA,DC2,CarrierX,108.51,1.002,2022-01-30,2022-02-05,21
948,2023-01-01,FactoryD,DC1,CarrierZ,167.51,1.037,2023-01-16,2023-01-30,29
949,2023-02-05,FactoryA,DC3,CarrierY,169.63,0.966,2023-02-16,2023-02-25,20
950,2022-09-19,FactoryA,DC1,CarrierZ,25.14,0.135,2022-10-02,2022-10-11,22
951,2023-10-25,FactoryA,DC1,CarrierW,70.79,0.676,2023-11-02,2023-11-04,10
952,2022-02-03,FactoryD,DC2,CarrierX,35.4,0.238,2022-02-13,2022-02-22,19
953,2022-11-10,FactoryD,DC1,CarrierW,161.21,0.674,2022-11-23,2022-12-03,23
954,2022-11-11,FactoryD,DC3,CarrierX,57.7,0.209,2022-11-23,2022-11-30,19
955,2022-02-25,FactoryC,DC3,CarrierX,124.47,0.843,2022-03-10,2022-03-18,21
956,2023-11-06,FactoryB,DC3,CarrierX,24.45,0.253,2023-11-22,2023-11-24,18
957,2022-10-16,FactoryC,DC1,CarrierW,77.92,0.887,2022-11-02,2022-11-08,23
958,2022-03-29,FactoryC,DC3,CarrierY,14.1,0.139,2022-04-16,2022-04-19,21
959,2022-12-08,FactoryD,DC5,CarrierZ,18.3,0.075,2022-12-19,2022-12-28,20
960,2022-09-02,FactoryC,DC4,CarrierY,82.49,0.359,2022-09-08,2022-09-18,16
961,2022-10-22,FactoryC,DC2,CarrierX,147.89,0.922,2022-11-03,2022-11-09,18
962,2023-09-15,FactoryD,DC5,CarrierX,66.13,0.295,2023-09-30,2023-10-06,21
963,2023-01-04,FactoryB,DC1,CarrierY,81.88,0.316,2023-01-22,2023-01-25,21
964,2022-08-22,FactoryA,DC5,CarrierX,161.87,0.713,2022-09-03,2022-09-07,16
965,2023-02-12,FactoryB,DC2,CarrierY,178.66,1.374,2023-02-27,2023-03-02,18
966,2022-02-18,FactoryD,DC2,CarrierX,167.21,0.713,2022-02-23,2022-03-04,14
967,2023-11-06,FactoryB,DC4,CarrierX,14.72,0.055,2023-11-14,2023-11-18,12
968,2023-12-14,FactoryC,DC3,CarrierZ,70.9,1.062,2023-12-26,2024-01-10,27
969,2022-06-05,FactoryA,DC3,CarrierZ,132.9,0.619,2022-06-14,2022-06-25,20
970,2023-07-09,FactoryD,DC2,CarrierW,140.13,0.87,2023-07-15,2023-07-24,15
971,2023-07-24,FactoryD,DC2,CarrierX,47.09,0.273,2023-08-06,2023-08-16,23
972,2023-02-17,FactoryD,DC5,CarrierZ,137.75,0.522,2023-03-03,2023-03-11,22
973,2022-05-10,FactoryB,DC4,CarrierX,132.67,0.519,2022-05-23,2022-05-28,18
974,2022-02-22,FactoryD,DC5,CarrierX,23.87,0.087,2022-02-26,2022-02-28,6
975,2022-06-14,FactoryB,DC3,CarrierW,169.27,0.761,2022-06-29,2022-07-09,25
976,2022-08-21,FactoryB,DC2,CarrierX,175.18,1.364,2022-08-29,2022-09-01,11
977,2022-06-10,FactoryA,DC4,CarrierX,40.71,0.224,2022-06-22,2022-06-30,20
978,2022-11-27,FactoryC,DC1,CarrierZ,31.13,0.159,2022-12-03,2022-12-07,10
979,2022-08-27,FactoryA,DC3,CarrierX,186.02,2.809,2022-09-07,2022-09-13,17
980,2023-02-05,FactoryA,DC4,CarrierW,153.88,1.714,2023-02-14,2023-02-21,16
981,2023-06-26,FactoryD,DC5,CarrierY,18.55,0.127,2023-07-04,2023-07-14,18
982,2023-05-06,FactoryA,DC2,CarrierX,177.77,2.312,2023-05-10,2023-05-19,13
983,2022-04-03,FactoryD,DC2,CarrierW,134.72,1.867,2022-04-17,2022-05-01,28
984,2023-01-01,FactoryD,DC5,CarrierZ,139.86,1.079,2023-01-07,2023-01-18,17
985,2023-07-05,FactoryC,DC4,CarrierX,44.26,0.248,2023-07-10,2023-07-12,7
986,2022-02-27,FactoryA,DC1,CarrierX,9.58,0.149,2022-03-10,2022-03-16,17
987,2023-06-16,FactoryB,DC1,CarrierX,164.9,1.007,2023-06-28,2023-07-10,24
988,2023-04-07,FactoryA,DC4,CarrierZ,25.8,0.288,2023-04-20,2023-04-27,20
989,2023-10-04,FactoryD,DC5,CarrierZ,85.72,0.363,2023-10-13,2023-10-17,13
990,2023-06-02,FactoryC,DC3,CarrierW,50.83,0.175,2023-06-14,2023-06-21,19
991,2023-12-19,FactoryB,DC5,CarrierW,106.77,0.369,2023-12-27,2024-01-01,13
992,2023-12-24,FactoryA,DC2,CarrierW,133.21,0.753,2024-01-03,2024-01-10,17
993,2022-06-02,FactoryD,DC2,CarrierY,60.93,0.24,2022-06-11,2022-06-21,19
994,2022-08-05,FactoryA,DC4,CarrierY,62.71,0.224,2022-08-14,2022-08-21,16
995,2023-06-02,FactoryD,DC2,CarrierX,51.19,0.352,2023-06-13,2023-06-16,14
996,2023-02-24,FactoryB,DC2,CarrierX,74.48,0.677,2023-03-03,2023-03-10,14
997,2023-08-20,FactoryD,DC5,CarrierY,112.2,0.459,2023-08-27,2023-09-02,13
998,2023-07-22,FactoryA,DC4,CarrierX,65.58,0.587,2023-07-31,2023-08-02,11
999,2022-07-16,FactoryA,DC5,CarrierX,145.84,1.412,2022-07-23,2022-07-31,15
1000,2023-11-22,FactoryA,DC1,CarrierX,23.19,0.096,2023-11-27,2023-12-07,15
